,Atrial,AVC,EMP,OFT,SV,Ventricle
Atp5l-ps1,0.023621168,0.02793803,0.022962232,0.019461058,0.020280972,0.029283395
Chrna7,0.001354737,0,0.004319291,0.00524624,0.001401295,0.000969251
Otud7a,0.002433207,0.003863404,0.001702429,0.000949269,0.000604939,0.001662152
Gm5898,0.047300633,0.033112191,0.045120632,0.0546326,0.051883989,0.043725391
Gm3307,0.001508174,0.001397113,0.002203312,0.003233827,0.003992828,0.002885049
Klf13,0.337742598,0.655904553,0.764364473,0.578181599,0.612980479,0.512358659
Trpm1,0,0,0.000730962,0.00053078,0,0.000934359
Mtmr10,0.028524618,0.039104057,0.03797209,0.047954652,0.035236497,0.029146596
Gm20457,0,0,0.000374545,0,0,0.000627565
Fan1,0.016425728,0.013464169,0.014162354,0.01480129,0.009728368,0.010930646
Mphosph10,0.826032543,0.68770698,0.94677236,0.903516892,0.860545499,1.017454885
Mcee,0.495762306,0.429410807,0.336781109,0.320197486,0.374867719,0.471993884
Apba2,0.002928854,0.001098676,0.008026558,0.00272633,0.003084085,0.001351258
Fam189a1,0.001934913,0,0,0,0,0.001690358
Ndnl2,0.622263766,0.650441554,0.683850512,0.749253266,0.696720397,0.702037676
Tjp1,0.38841722,0.753400517,0.422645612,0.449896978,0.433822531,0.420979762
Tarsl2,0.048506031,0.049400348,0.03706008,0.03494107,0.041397929,0.067021214
Tm2d3,0.450742305,0.471780449,0.624011563,0.598262762,0.51545862,0.497564713
Gm7551,0,0.000270622,0,0.000317855,0.001204048,0.000444033
Gm20684,0,0,0,0.000310813,0,0
Pcsk6,0.00332356,0.000828024,0.006804322,0.02423967,0.005584581,0.022937685
Snrpa1,1.740744267,1.810700552,3.237790113,2.309595465,2.821291454,2.284206493
Vimp,1.461328401,1.493131013,2.005567135,1.747137498,1.785206469,1.413927892
AC127595.1,0.005555314,0.005282193,0.005607675,0.00909373,0.009927072,0.004313947
Chsy1,0.196504834,0.486299248,0.331659467,0.49844936,0.296925007,0.299908058
Lrrk1,0.014332288,0.037255697,0.033176908,0.04211429,0.029086854,0.053335238
Aldh1a3,0.004207261,0.015433471,0.018911228,0.010010035,0.017060168,0.017687061
Asb7,0.135439413,0.127263962,0.149985318,0.151206475,0.150909389,0.111675316
Lins,0.03583403,0.039964502,0.041034297,0.051122646,0.040969324,0.037028684
Lass3,0.001445212,0.000661126,0.000724413,0.001476629,0.001728047,0.001544238
Adamts17,0.005483721,0.005460319,0.00610138,0.006053932,0.00765352,0.006928834
AC158751.1,0.00053947,0.012142684,0.002853348,0.000821451,0.001798164,0.003048063
Lysmd4,0.041265631,0.054979488,0.02973843,0.055014938,0.044184972,0.033070677
Mef2a,0.6454363,0.984970731,0.370994224,0.543094356,0.435496683,0.53245462
Lrrc28,0.098390643,0.099140804,0.115781363,0.096751961,0.100960252,0.077929382
Ttc23,0.079986219,0.115740623,0.113906539,0.118241506,0.146187532,0.089775121
Synm,0.057945701,0.154161403,0.035622014,0.121971179,0.031210348,0.175908436
AC158296.2,0.081728497,0.051844656,0.018463262,0.055486768,0.025394938,0.067598512
Igf1r,0.077595513,0.074473903,0.060382174,0.107893775,0.070687113,0.083201393
Pgpep1l,0.000516305,0.001503502,0,0.001013424,0,0.001809551
Gm16157,0,0.000500518,0,0,0,0
Fam169b,0.001091553,0,0.000428506,0,0.000385719,0.000214383
Arrdc4,0.152068435,0.131659795,0.135959777,0.168750482,0.161062946,0.197895953
Nr2f2,1.215511759,0.2445153,0.149341609,0.031164311,1.271138129,0.028581176
Gm10295,0,0,0,0,0,0
Mctp2,0,0,0.000440638,0.000266006,0.000539855,0.00021572
Gm10294,0.177379679,0.162716225,0.188336085,0.211989311,0.19925113,0.194740347
RP23-223E24.1,0.001238158,0,0,0.002496023,0.001891012,0.00075976
AC169129.1,0.000500135,0,0.000800768,0,0,0.000240348
Rgma,0.002175534,0.00328371,0.019575446,0.009695622,0.008286134,0.003705021
Chd2,0.311653533,0.380666425,0.2901856,0.448426502,0.386777466,0.256206017
A830073O21Rik,0.000800062,0,0.000259094,0,0.000481327,0.000516989
Fam174b,0.032053971,0.021602511,0.029715555,0.062974208,0.053423335,0.021362789
St8sia2,0.022005575,0.040338695,0.050942255,0.051408329,0.083591061,0.009270393
Slco3a1,0.548241579,0.679733124,0.197116355,0.618931692,0.262481573,0.650116921
Sv2b,0,0.000411605,0.000622137,0.002076812,0,0.001519072
Gm3511,0,0,0.001217858,0,0,0
Akap13,0.156722571,0.196026118,0.151543604,0.1801683,0.178200382,0.137142166
RP23-285C18.2,0,0.001823896,0.000676619,0.000995076,0.001635562,0.001473442
Klhl25,0.047852182,0.041013948,0.033681939,0.038097316,0.057513114,0.033820923
Agbl1,0,0,0.000202256,0.000323659,0,0
Ntrk3,0,0.00087041,0.000461007,0.006655936,0.003239273,0
Gm9885,0,0,0.000184358,0.015708516,0.00173302,0
Mrpl46,0.935098113,0.802929289,0.941695289,0.834034166,0.889154167,0.951414612
Mrps11,0.805433557,0.793150482,0.884804593,0.698567068,0.845255808,0.825620634
Det1,0.052498568,0.055506998,0.071023843,0.068094847,0.074689463,0.068805287
Aen,0.4974858,0.328911904,0.504663449,0.409798761,0.422908617,0.717567516
Isg20,0.003112657,0.002039999,0.001276296,0.001301781,0.001897215,0.002326945
Acan,0,0.001901891,0.000995941,0.00220186,0,0.003190965
Hapln3,0.150325894,0.330244783,0.30967368,0.185518145,0.161555198,0.162337017
Mfge8,2.202145122,2.33824238,0.774572609,1.578539174,1.095221508,1.72787812
Abhd2,0.0291975,0.029990975,0.037543302,0.04122175,0.030234264,0.019464687
Rlbp1,0,0,0.001500193,0,0.000423761,0.00064571
Fanci,0.023957093,0.034111748,0.034161184,0.026106284,0.034422658,0.031013855
Polg,0.151293525,0.278898928,0.491938185,0.242345804,0.173204058,0.199516376
AC114988.1,0,0,0.002110757,0.000646991,0,0.000652694
Rhcg,0.000506773,0,0,0,0,0.000362244
Ticrr,0.010608154,0.021531437,0.03540023,0.030885134,0.042669104,0.035412386
Kif7,0.010640364,0.024460289,0.030348755,0.029691839,0.031096002,0.021889286
9330171B17Rik,0,0.001293688,0.000374044,0,0.001047228,0.000113994
Plin1,0,0,0,0,0.000372298,0
Pex11a,0.062305184,0.067291911,0.052567466,0.043619066,0.053726536,0.050101312
Wdr93,0.013257138,0.055914128,0.021206778,0.030240642,0.013436183,0.109808009
Mesp1,0.001918077,0,0.000433835,0,0.000272346,0.001225176
Mesp2,0.001893377,0.003738249,0.002960272,0.000639808,0.000960607,0.002924695
Anpep,0.003420761,0.001778142,0.004294919,0.002726825,0.006269094,0.003955021
Ap3s2,0.498245914,0.536920357,0.512126608,0.479911774,0.542741242,0.507689496
AC109221.1,0,0,0,0.000571467,0,0.000226613
AC109221.2,0.005950602,0.01122085,0.010906016,0.01362461,0.015206857,0.005518301
2610034B18Rik,0.128934241,0.147065228,0.098645006,0.101606501,0.094418013,0.162636579
Zfp710,0.03709246,0.05179104,0.062954673,0.067982383,0.058593784,0.04102208
Idh2,4.302926339,5.60937386,3.357210864,4.507734985,3.795144085,5.250075808
Sema4b,0.041450976,0.044631462,0.030148886,0.046579531,0.031925829,0.047644435
Cib1,0.597007792,0.651762138,0.572848798,0.56264649,0.487381843,0.544004744
D330012F22Rik,0.054173169,0.05329631,0.040572948,0.043287892,0.043722398,0.049614466
Gm15504,0.008154629,0.004675678,0.007827892,0.012248432,0.004908493,0.007274396
Ttll13,0.003948379,0.002258341,0.002715012,0.001303665,0.0022816,0.000556312
Ngrn,0.419122792,0.40889174,0.400858655,0.402632959,0.351968877,0.435001002
Vps33b,0.035265466,0.044840369,0.030276513,0.030645212,0.039002606,0.046839367
Prc1,0.56014888,0.740612098,1.139653741,0.982756337,0.949299249,0.922524545
AC109232.1,0.000634964,0.000662283,0.000822822,0.003900968,0.000648341,0.00120765
Rccd1,0.006263624,0.004720982,0.009243345,0.007623919,0.003737727,0.008110785
Unc45a,0.08094171,0.085874991,0.149807276,0.142156317,0.156395222,0.071007872
Hddc3,0.058697997,0.059184439,0.025835324,0.032314038,0.039688584,0.041177285
Man2a2,0.033168644,0.043161582,0.039504088,0.046131562,0.041684658,0.038078666
Fes,0.008927308,0.015831772,0.011091249,0.008813008,0.011423113,0.003727574
Furin,0.134848748,0.275221105,0.180167181,0.199221579,0.179558923,0.134870246
Gm15544,0,0,0,0.000432024,0,0
Blm,0.157941999,0.218562308,0.256843454,0.22278439,0.283002288,0.224505399
Gm17257,0.079509819,0.058519526,0.047534459,0.042799681,0.058391363,0.07585766
Crtc3,0.129396375,0.090330718,0.052115404,0.110400022,0.088994275,0.072060415
Gm15880,0.001622793,0.00151013,0,0,0.000878046,0.00025333
Iqgap1,0.129432541,0.13761464,0.35563799,0.635864511,0.487140697,0.141867622
Zscan2,0.01486647,0.03695431,0.018593888,0.050338747,0.046455613,0.02344009
Wdr73,0.1905354,0.158355175,0.250495777,0.221258203,0.228362599,0.226158587
Nmb,0.058798063,0.080754328,0.075072305,0.110032113,0.090329635,0.058131467
Sec11a,2.630982387,2.636331102,3.12463427,3.074664099,3.209645565,2.384402741
Zfp592,0.06271075,0.052058209,0.068846531,0.073924376,0.071729089,0.066089112
Alpk3,0.258718921,0.324724246,0.147116612,0.265845307,0.101700303,0.30071159
Gm16012,0.004848412,0.011323448,0.008636306,0.014576171,0.006934189,0.012352067
Slc28a1,0.000842922,0.000276291,0.000202256,0.002267186,0.000213688,0.001379417
Gm6415,0.058834341,0.079233076,0.049705651,0.061248458,0.051234331,0.07420533
Pde8a,0.015284576,0.014515662,0.004016289,0.001602316,0.004485681,0.008928851
Gm7180,0.011110913,0.01480342,0.014648222,0.01332371,0.0174138,0.020704624
Rps17,12.98758451,12.31106985,18.85204505,14.47633627,17.11626591,16.15438678
Cpeb1,0.014058875,0.003334365,0.001669163,0.001741701,0.001161351,0.005495878
Rpl7a-ps9,0,0,0,0,0.001097126,0
Ap3b2,1.000128274,0.228535149,0.044469034,0.004409678,0.07711251,0.14624969
BC048679,0.126307976,0.066485967,0.006637007,0.001821575,0.014112394,0.012705564
mmu-mir-1839,0.168722593,0.126870057,0.090084464,0.116358803,0.145137819,0.096392173
Fsd2,0.625792249,0.553555341,0.105703863,0.158806216,0.087897582,0.412181001
Whamm,0.192403966,0.165855549,0.09044804,0.138963376,0.148783606,0.112908659
Homer2,3.716615941,4.576197756,2.751164568,1.505506218,1.857758344,3.889993066
Fam103a1,1.337028999,1.423440069,1.473205869,1.517035974,1.528561633,1.178650545
3110040N11Rik,0.2179234,0.162467452,0.180255332,0.164755504,0.200417674,0.187329459
Btbd1,1.543732501,1.585488285,1.049639472,1.266598973,1.112873451,1.38837564
Tm6sf1,0.425967669,0.473108388,0.10852778,0.23354,0.19282896,0.277128396
Hdgfrp3,0.346364613,0.265952449,0.34743182,0.674233892,0.789639067,0.242306115
SNORA74.2,0.000883536,0,0,0,0,0
Bnc1,0.006131769,0.000773235,0.004371314,0.006064825,0.031860731,0.001345241
Sh3gl3,0.161995784,0.028172296,0.023795258,0.027765514,0.196230937,0.02120436
Adamtsl3,0,0,0,0,0,0.000224851
Fam154b,0.02271895,0.01170723,0.010754909,0.008955933,0.012817153,0.012199202
Eftud1,0.10429104,0.123012838,0.101539847,0.128333422,0.11683723,0.09585975
Mex3b,0.087702912,0.135536402,0.217960054,0.272065113,0.21275329,0.104980413
Gm10610,0,0,0,0,0,0
Tmc3,0,0.001294751,0.000967298,0.000691405,0.00533128,0.000477368
Gm16638,0.0032969,0.006474621,0.001204445,0.00809746,0.002600231,0.001195781
Stard5,0.336100395,0.214456854,0.224006588,0.400159881,0.368662894,0.317146411
Il16,0,0,0,0.000495681,0,0
Gm7964,0.010740054,0.017585623,0.006369551,0.016779741,0.018018678,0.012857809
1700026D08Rik,0,0.007232938,0.00016369,0,0,0.001236802
Mesdc1,0.33345853,0.344132013,0.277725944,0.413258099,0.310372591,0.31502426
Mesdc2,1.086314918,0.961535206,0.98064898,1.077038398,1.04519535,0.974929303
9930013L23Rik,0,0.000513054,0.000160288,0.004381921,0,0.000182433
Fam108c,0.51630778,0.445732774,0.373865542,0.387972997,0.42282694,0.599932378
AC101659.1,0,0.000735021,0,0.000367044,0,0.00014401
Arnt2,0.003541468,0.005600172,0.013151988,0.014802017,0.017960018,0.004066397
Fah,0.002903402,0.007337918,0.013057222,0.001718917,0.013960645,0.003326243
Zfand6,2.524920768,2.602146658,1.906295515,2.021092626,2.266345824,1.769901428
2610206C17Rik,0.002450564,0.003129865,0.001054883,0.001163362,0.001725702,0.002194552
Gm6155,0.071843826,0.054079507,0.055839297,0.073994193,0.078199325,0.060150358
Folh1,0,0,0,0,0,0
Vmn2r78,0,0,0,0,0,0
Nox4,0.004947218,0.007114585,0.003094159,0.012745109,0.00743259,0.010168775
Tyr,0,0,0,0,0,0
Grm5,0,0,0,0,0,0
Ctsc,0.223005328,0.607658098,0.172946397,0.197547356,0.122082765,0.458671287
AC124322.1,0.002819982,0.002414551,0.000971821,0.00512836,0.00160306,0.001823947
Rab38,0.008459134,0.055224146,0.017532094,0.006964044,0.02047855,0.025080143
Gm15661,0.001169143,0.003662027,0.004362806,0.000767523,0.002868106,0.002165271
Rps13-ps2,0.330332626,0.309316863,0.451367746,0.335368682,0.334003993,0.402904576
Tmem135,0.156333187,0.180100163,0.083495666,0.156904769,0.11782854,0.142020046
Fzd4,0.075868389,0.064753084,0.050449856,0.076208693,0.070601706,0.042481749
Prss23,1.110891631,1.672500587,0.985497101,2.754481014,0.549286026,1.76894021
1700019G06Rik,0,0,0,0.001323143,0.000690446,0.001400706
A230065N10Rik,0,0.000669165,0.000561605,0.002910764,0,0.001583842
Me3,0.003259633,0.006834495,0.002753108,0.007570491,0.001679055,0.007441441
Gm15744,0,0,0,0,0,0.000154053
Ccdc81,0,0,0,0.001244443,0,0
l7Rn6,1.552728095,1.593727566,1.622177433,1.555164216,1.428392732,1.749788183
Eed,0.617107322,0.585279422,0.703116023,0.617872533,0.58258107,0.635912642
AC161229.1,0.003855583,0.001170347,0.009133409,0.008747799,0.008687466,0.005809092
AC130210.1,0.016262289,0.020195463,0.020638771,0.013685115,0.018029815,0.015755178
Picalm,0.405590597,0.381744191,0.362607967,0.55891479,0.369074642,0.421604564
Ccdc83,0,0.000592238,0,0,0,0
Sytl2,0.006627462,0.004247,0.002772361,0.029607948,0.005028134,0.00109006
Ccdc89,0.01692791,0.013505124,0.01898826,0.01995784,0.023287878,0.010015707
Crebzf,0.116709235,0.09410899,0.115250407,0.161424288,0.150548704,0.10938593
Tmem126a,1.619957335,1.354354889,1.398764474,1.095156597,1.234303745,1.496844406
Tmem126b,0.356216044,0.360481445,0.255479441,0.344581155,0.324133578,0.296487797
Dlg2,0.002177939,0.002146563,0.000227297,0.049345742,0.002430991,0.001210715
Ccdc90b,0.696561578,0.698086111,0.585444565,0.740432127,0.555264972,0.60261996
Ankrd42,0.006308169,0.00980938,0.011240209,0.019976177,0.011627915,0.006162875
Pcf11,0.122445016,0.124228214,0.16110952,0.192999802,0.153352275,0.151696071
4632427E13Rik,0.800716273,0.951573568,0.629814522,0.946276033,0.887522777,0.734229222
Rab30,0.01244862,0.01123702,0.012066598,0.012613684,0.015821197,0.015172469
4632434I11Rik,0.098781852,0.104647574,0.081348148,0.074737191,0.102309643,0.085945131
Prcp,0.0628728,0.067096661,0.079634498,0.074137255,0.089920358,0.068141995
AC166773.1,0,0,0.001329981,0.00088641,0,0.000338004
Gm9934,0,0,0,0,0,0
Fam181b,0.002961865,0.004352121,0.010313522,0.019245509,0.011637844,0.003082995
Gm15501,0.133365741,0.10002121,0.15441132,0.150093562,0.159460184,0.162683238
AC138594.1,0,0,0,0,0,0.000279167
Tenm4,0.05948926,0.223649491,0.353010022,0.034820043,0.462543089,0.085813798
Rps11-ps5,0.000513374,0.001883617,0.00379725,0.004800455,0.004776493,0.003179042
Gm15414,0,0,0,0,0,0
Gm15415,0.002149461,0.003849617,0.003869596,0.000482486,0.004542234,0.000988233
C230038L03Rik,0,0,0.000619866,0.000510456,0,0.000779254
Nars2,0.081900791,0.073389378,0.07531914,0.081386965,0.072965605,0.080856243
Gab2,0.019684326,0.037808118,0.012250955,0.036981484,0.0158474,0.023258818
Usp35,0.010392711,0.01460523,0.009255441,0.009905462,0.016786195,0.006490202
Kctd21,0.017914123,0.009569144,0.008483831,0.011058131,0.009514121,0.005605499
Alg8,0.243757227,0.225050153,0.362830605,0.251983764,0.319418628,0.315699908
Ndufc2,6.271149045,6.005621698,4.881243194,4.299280044,4.916236023,6.06854948
Gm16053,0.002221659,0.00303011,0.006293891,0.002375341,0.003814695,0.004930799
Thrsp,0,0,0.0002526,0.000403092,0.000465569,0.000516568
Kctd14,0,0.004485495,0.002046614,0.003341425,0.003963634,0.001871852
Ints4,0.16954941,0.15074906,0.152496643,0.16121621,0.171958514,0.149206708
SNORA32.14,0,0,0,0,0,0
1810020D17Rik,0.280207114,0.345595262,0.271739707,0.220716182,0.282757021,0.226076731
Rsf1,0.567069275,0.669577968,0.640107362,0.789503838,0.718790415,0.530964277
Gm15623,0.001875652,0.000626957,0.001953029,0.002010422,0.002150819,0.001604238
Clns1a,1.479180846,1.348330569,2.416461902,1.7418359,2.063068687,1.772069121
Gm9990,0.016678822,0.009741082,0.027147548,0.026702925,0.032462296,0.015513343
Aqp11,0.056743644,0.029316045,0.016149737,0.010248527,0.078604268,0.018102872
Pak1,0.032934198,0.031277267,0.054023584,0.055582846,0.092278294,0.020295146
Gdpd4,0.000948712,0.001654217,0.000630976,0.003581023,0,0.002260311
Myo7a,0.007499358,0.010441258,0.014795182,0.017359056,0.024156416,0.012367121
Capn5,0.008270182,0.023764746,0.007752678,0.005147731,0.010223381,0.011264002
Omp,0,0.002927239,0.000233403,0.002877687,0.000522489,0.000966653
AC119880.1,0.003450117,0.003708374,0.000383094,0.004467509,0.000711395,0.001171958
Acer3,0.126418249,0.132411681,0.141822379,0.146094557,0.110116659,0.178881443
Tsku,0.014015257,0.01751233,0.025882765,0.039288042,0.022480023,0.016923719
Lrrc32,0.002586502,0.003462663,0.002794138,0.00524967,0.003114203,0.00087815
2210018M11Rik,0.101671688,0.142796692,0.138385658,0.163230985,0.144466572,0.1253906
Gm15506,0.008191529,0.00954227,0.003359079,0.006346202,0.006268867,0.012204604
Prkrir,0.25896475,0.279896582,0.356956841,0.375593918,0.34038925,0.371684396
Wnt11,0.076243179,0.177763554,0.094624308,0.332275715,0.05301524,0.157407552
Uvrag,0.135579147,0.197410103,0.127933753,0.24162515,0.099281432,0.17730722
Dgat2,0.145093576,0.153357584,0.080002712,0.104691099,0.104633524,0.133814757
Mogat2,0.064131559,0.069062469,0.155726331,0.127524685,0.135795204,0.051209888
AC111120.1,0,0,0,0,0,0
Mtap6,0.001038446,0.000575734,0.000593944,0.001087897,0.003933792,0.0006173
Serpinh1,11.59186647,11.9671061,11.98437443,14.00444958,12.51237018,10.66658454
Gdpd5,0.096124221,0.126817054,0.06795822,0.03162781,0.090704608,0.064138928
Klhl35,0.000658319,0.002086171,0.001100584,0.000721831,0.003965615,0.001944067
Rps3,23.85071091,23.57206191,35.70550047,28.05372781,32.94526331,28.56148854
Arrb1,0.030818557,0.044160543,0.032406115,0.032487935,0.042791475,0.033958824
Gm4980,0,0.001290642,0.000184358,0,0.001168002,0.000458781
Slco2b1,0.001556352,0,0.000284823,0,0,0.001206808
Gm15635,0,0,0,0,0,0
Neu3,0.01483395,0.030047272,0.024485321,0.010478902,0.019768817,0.014484363
Spcs2,3.572825799,3.258760953,4.349334977,4.219369846,4.229660923,3.454068029
Xrra1,0,0.000658322,0.001272202,0.00124909,0.001183618,0.000936459
Rnf169,0.053443413,0.047104472,0.040325392,0.048110926,0.055570979,0.050857877
Chrdl2,0.002240349,0.000788905,0.000374044,0.000314767,0.000831705,0.00024811
Pold3,0.265804643,0.317356002,0.514362901,0.436682917,0.499723251,0.36386985
Lipt2,0.147813055,0.133482128,0.14952648,0.157572984,0.152500988,0.161517037
Kcne3,0.003962159,0.000566813,0.003156159,0.00169419,0.002731624,0.001237648
Pgm2l1,0.029391748,0.035379949,0.028747469,0.028411158,0.033111683,0.030740392
Gpx2-ps1,0,0,0,0,0,0
P4ha3,0.004203474,0.018598672,0.00589486,0.006247782,0.003510146,0.005686614
Ppme1,0.526016665,0.647969839,0.488912775,0.517740067,0.501453043,0.41443595
C2cd3,0.06313459,0.071335666,0.08555318,0.109001757,0.105152595,0.072112371
Ucp3,0,0,0,0.000443634,0,0
Ucp2,0.036174543,0.064063831,0.037112317,0.036571728,0.054291017,0.054996802
Dnajb13,0,0,0,0,0.000475138,0
Chchd8,0.261759491,0.231468404,0.211478458,0.23281286,0.199698225,0.251704287
Mrpl48,0.847822897,0.796597529,0.74011659,0.751090409,0.721490625,0.833928142
Gm15683,0.055522626,0.043904308,0.023259386,0.04080437,0.029180724,0.032797277
Rab6a,2.133786637,2.114840465,1.777211428,2.377631891,2.115282103,1.665510313
Gm14382,0,0,0,0,0,0.000164398
Plekhb1,0,0.004182959,0.001753492,0.001779616,0.002861316,0.002235321
Fam168a,0.182383771,0.229548257,0.146166656,0.225457581,0.21440647,0.146358156
RP24-98O8.1,0.015589012,0.027268856,0.016274348,0.020350113,0.015725558,0.016811798
Relt,0.015551627,0.016804181,0.020689454,0.01838305,0.013479274,0.017966597
Arhgef17,0.092338354,0.089945303,0.101756544,0.16563265,0.137123517,0.094094562
P2ry6,0,0,0,0,0.000908684,0
P2ry2,0.003039937,0,0.000742309,0.001020857,0,0.000781558
Fchsd2,0.125308974,0.179215118,0.080732278,0.083400743,0.163509438,0.074621026
Gm6341,0.049502359,0.052528258,0.076320412,0.051800286,0.080602921,0.062873762
Gm15673,0.005217515,0.008224243,0.003858746,0.008360241,0.013151902,0.005489631
Atg16l2,0.063474802,0.047015281,0.031598728,0.026736361,0.046955714,0.028603698
Stard10,3.019864097,0.658798815,0.517051611,0.032504281,1.051087734,0.168629378
Arap1,0.091977881,0.060051486,0.06001321,0.01085566,0.06582338,0.031249973
Pde2a,0.011245683,0.0046266,0.00694978,0.005355824,0.00335215,0.003429613
Gm7027,0.102983701,0.091909964,0.086189088,0.096737834,0.125450032,0.107460986
Clpb,0.239042563,0.236043746,0.202966788,0.244918039,0.245667134,0.19941827
Phox2a,0.005438225,0.002626312,0.002146897,0.004045285,0.004941489,0.002928093
Inppl1,0.170560888,0.219689662,0.165853098,0.12520645,0.161670433,0.169243763
Gm10602,0,0.002129871,0.000168492,0.000799854,0.002104506,0.001321726
Folr2,0,0.000750886,0,0,0,0
Folr1,0.00615136,0.007960489,0.004837757,0.003876043,0.006087652,0.001305909
3200002M19Rik,0.474739151,0.465805074,0.589101885,0.492304556,0.562754325,0.474837057
Tomt,0.001158606,0,0,0,0.000374528,0.000446447
Lamtor1,1.969500256,2.303837779,2.118851504,2.009351088,1.99125149,1.87070099
Lrrc51,0.063064905,0.051404133,0.028080479,0.042528206,0.056878595,0.038912303
Numa1,0.099875134,0.167274916,0.22813024,0.226980989,0.239254243,0.173443612
Il18bp,0.002288468,0.004428427,0.004688493,0.005438467,0.004769806,0.004058376
Rnf121,0.383484994,0.367498972,0.380480546,0.418388777,0.407427344,0.312359708
Trpc2,0.0814746,0.101184747,0.102455214,0.109354213,0.120557434,0.103702475
Art5,0.174746073,0.226417999,0.079928585,0.144364638,0.15312741,0.071970863
Art1,0.08857465,0.122607567,0.014908162,0.018422815,0.020306545,0.05412105
Chrna10,0.000848165,0.000934002,0,0,0,0
Nup98,0.064989149,0.053847654,0.073091825,0.065475494,0.067859009,0.064788596
Pgap2,0.231762069,0.230439232,0.232038313,0.260498579,0.280631677,0.240359163
Rhog,0.141570725,0.158737914,0.16065128,0.164817939,0.157780255,0.128238496
Stim1,0.034441803,0.029623967,0.03058927,0.069937246,0.028534913,0.032402061
Rrm1,0.707366155,0.909165451,1.092381785,1.000482739,1.143131339,1.066892255
Olfr543,0,0,0.000965553,0,0.00087288,0
Trim21,0.000364608,0.0033819,0.003230863,0.002286333,0.002780034,0.002136567
Trim68,0.074495256,0.085479819,0.055692034,0.058703798,0.046229955,0.072787923
Olfr558,0,0.000847797,0.000193508,0,0,0.000353501
Olfr574,0,0,0,0,0.000373894,0.000108505
Olfr613,0.000406947,0,0,0,0,0
Hbb-b2,0.002211615,0.001357687,0,0.001644026,0.002615989,0.000448086
Hbb-b1,0.006444551,0.001335955,0.001235035,0.004371871,0.005873464,0.001082415
Hbb-bh2,0,0,0,0,0,0
Hbb-bh1,0.317927146,0.200028324,0.149024,0.380206809,0.19519217,0.218455988
Hbb-bh0,0,0,0,0,0,0.000128467
Hbb-y,0.568199221,0.394849774,0.291808716,0.652914409,0.344131543,0.365049626
Gm15118,0.063642511,0.054714533,0.053558991,0.046206577,0.059122351,0.050401277
Gm4886,0,0,0,0,0,0
Trim6,0.032431277,0.055772257,0.062158017,0.041043802,0.05361855,0.044255782
Trim34a,0.00271002,0.005400984,0.000964448,0.003630301,0.00097384,0.001956539
Gm15135,0,0,0,0,0.000311025,0
Trim5,0.000928187,0.000914391,0.000207092,0.000669514,0.000634275,0.000902809
Trim12a,0.01100511,0.040400764,0.00648304,0.012542865,0.020660585,0.009468711
Gm15133,0.000963826,0,0,0.00051032,0.000487894,0.000673281
Trim12c,0.027877578,0.056318655,0.018150594,0.028390165,0.04056296,0.02230529
Trim30a,0,0,0,0.000246079,0,0
Trim30d,0,0,0.000256924,0,0,0
Gm16464,0.000984029,0,0,0,0,0.000208094
Trim30e-ps1,0,0,0,0,0,0
Olfr658,0,0,0.000457962,0,0,0.000465177
Gm4887,0.002573528,0.002661865,0.000971264,0.003952534,0.001074041,0.002580257
LAMTOR3,0.011959413,0.01071543,0.011560521,0.010454803,0.011030794,0.01043384
Fam160a2,0.095370814,0.099179078,0.115998793,0.109459815,0.096773455,0.093664124
Cnga4,0.000829293,0,0,0,0.000630726,0
Cckbr,0,0,0.00028101,0,0,0
Prkcdbp,1.267283439,0.971408852,0.533780539,1.781055731,0.411115311,1.038270529
Smpd1,0.352889533,0.416318202,0.245797575,0.303682267,0.312809866,0.249043873
Apbb1,0.771940145,0.802416627,0.482193836,0.618278427,0.667489457,0.435778131
Hpx,0.00285086,0,0.00060717,0.001414626,0.00054414,0.000317141
Trim3,0.093139233,0.136182181,0.061510655,0.075194106,0.094190231,0.05948606
Arfip2,0.180740048,0.14439077,0.242438027,0.218544679,0.248308959,0.169771796
Fxc1,0.833625042,0.807155429,0.724661179,0.596824842,0.703778163,0.801605283
Dnhd1,0.001442373,0.001841867,0.0028895,0.005172372,0.007497825,0.005530022
SNORA43,0,0.000276291,0,0,0,0
Mrps36-ps2,0.004929995,0.006212847,0.005831914,0.006942373,0.006735772,0.008404107
Rrp8,0.368456712,0.259375504,0.46322241,0.467917737,0.405517224,0.440302032
Ilk,1.940547122,1.878050461,1.345421274,1.941902072,1.516433978,1.488321254
Taf10,2.374508469,2.597839869,2.881981401,2.898702191,2.896060739,2.653773854
Tpp1,0.355838025,0.422831485,0.278369223,0.413226858,0.326773649,0.313331694
Dchs1,0.011875717,0.02342818,0.019372149,0.028811075,0.046492453,0.00838908
Gm15645,0.000683512,0.001497333,0.000788343,0,0.000370743,0.000777318
Mrpl17,1.163781277,1.207930512,1.765697428,1.734380047,1.749056774,1.571736925
Gm4070,0,0,0,0,0,0
Gm20663,0,0,0.000278117,0,0.001307304,0
Gvin1,0,0,0,0,0,0
Gm8995,0,0,0,0,0,0
Rbmxl2,0.001452104,0.003084424,0.002076584,0.001734206,0.000326245,0.000891756
Syt9,0,0,0.002289686,0,0.002130734,0.000215354
Olfml1,0.002468205,0.001251063,0.002432516,0.014453257,0.010075073,0.001240811
