,Endocardial/Endothelial,Epicardium,Lateral Plate Mesoderm,Multipotent Progenitors,Myocardium,Neural Crest,Paraxial Mesoderm
Gm11805,0.002595912,0.004111695,0,0.002408078,0.001153135,0.004445694,0.002275136
9430025C20Rik,9.21E-05,0.000288476,0,0.000273776,0.000254954,0,0
Rps20,19.95922191,17.58425981,18.78605753,21.83648968,14.33328703,20.31086848,26.13296102
Mos,0.009436221,0.00045131,0.002838573,0.001415946,0.003615374,0.00068868,0.003134227
Plag1,0.029686192,0.041831604,0.027736828,0.045996245,0.037095175,0.031431528,0.04862819
Chchd7,0.912677068,0.827439428,1.031912035,1.156707925,1.093048221,1.00438685,1.160544053
Gm11808,0.151721866,0.102854188,0.124648927,0.141025585,0.114884895,0.140106588,0.135053401
Rps10-ps3,0.001075122,0,0.000701083,0.000897634,0.000765612,0.00042992,0.001712167
Penk,0.004176826,0.000184424,0.001500707,0.024122717,0.003866345,0.003920417,0.070822486
A830012C17Rik,0,0,0,0.000606913,0,0.000114342,0.002723786
Impad1,0.444859419,0.564053602,0.599218331,0.584053866,0.515267776,0.472268861,0.557535381
Gm11779,0,0.000352403,0,7.81E-05,0,0,0
4930423M02Rik,0,0.000247121,0,9.16E-05,0.000494092,0,0.000291711
Fam110b,0.077629599,0.166990658,0.168832118,0.26802534,0.134016986,0.183977085,0.31044439
Ubxn2b,0.219789869,0.283887489,0.297586463,0.360762384,0.28007914,0.344188394,0.411786832
4930430E12Rik,0,0,0,0.00023334,6.08E-05,0,0
Sdcbp,1.903054063,1.127748678,1.567151519,1.06933199,0.996931877,1.275666232,0.993026646
Nsmaf,0.272591788,0.392616724,0.361003289,0.308023406,0.290080907,0.167347082,0.292494584
Gm10056,0.011119901,0.016415063,0.007863926,0.010240868,0.011915513,0.003170239,0.005903188
Gm11803,0.000650658,0.001167947,0,0.000809092,0.001722531,0.002382282,0.001672887
Tox,0.0222526,0.006228041,0.005190966,0.019118803,0.009771126,0.043118762,0.015620555
8430436N08Rik,0,0.000588122,0,0.000114436,9.17E-05,0.000477536,0.001809742
Car8,0.364303734,0.00982559,0.005433366,0.031512556,0.021826991,0.007210287,0.019976498
Gm11799,0,0,0,0.000113373,0,0,0
Gm11810,0.0109901,0.004905012,0.017159997,0.013318259,0.010783771,0.013049429,0.017380625
Rab2a,3.34470302,2.954066025,3.755801278,2.387599582,2.438226485,2.718042752,2.203781089
Gm11809,0.000545855,0,0,0.000277391,0.000484114,0.001222241,0
Chd7,0.874412894,0.785032452,0.512047773,1.039885629,0.966812128,1.167511048,1.155945877
Clvs1,0.015089199,0.000856848,0,0.002741481,0.062267125,0.003573662,0.000641413
Asph,0.433647665,0.579579431,0.737817234,0.659959869,0.722829932,0.608916763,0.675865507
4930412C18Rik,0.010953036,0.010978962,0.00688933,0.012605903,0.008614555,0.002819079,0.008593267
Gdf6,0.002272352,0.07548724,0.138466279,0.022950082,0.005943344,0.001519819,0.001289482
Gm11814,0.002122159,0.00078915,0,0.001318565,0.001901042,0.001626865,0.001698778
Gm12920,0,0,0,6.68E-05,0,0,0.00010475
Gm12918,0.656510439,0.512028541,0.47548252,0.733325,0.502572028,0.906674293,0.552648931
Gm12919,0.001451826,0.001997456,0.000922273,0.00235956,0.001640981,0.002096402,0.001616711
2610301B20Rik,0.101498387,0.16062364,0.12595709,0.181953617,0.173583273,0.200634061,0.172028465
Rps11-ps3,0.068002868,0.068175247,0.049800655,0.075665053,0.049398298,0.106058755,0.068349488
Plekhf2,0.38688494,0.222391622,0.190403444,0.218441294,0.357883747,0.104565692,0.168109649
Ndufaf6,0.319895616,0.328999058,0.332140373,0.38686995,0.419350123,0.526355859,0.397919312
Gm11827,0.010600313,0.00631971,0.008847771,0.009884,0.005922018,0.003314265,0.009376322
Gm11830,0.001132626,0.001646368,0.002629721,0.00206095,0.000822839,0.001994666,0.000899087
Trp53inp1,0.032925308,0.055045068,0.023892223,0.033813891,0.049601526,0.008009108,0.015845008
Ccne2,0.567463234,0.597925773,0.653819269,0.567438426,0.519319411,0.566871707,0.569026895
Ints8,0.387976813,0.47558019,0.51866446,0.426649432,0.310201373,0.379829082,0.412427945
Dpy19l4,0.091589992,0.094457929,0.079035456,0.077508047,0.086359396,0.069720925,0.073141581
AL772170.1,0.000724507,0,0,0,0.000217384,0.000345226,0.00025057
Esrp1,0.009014526,0.001172817,0.000565997,0.003834844,0.004544893,0.004819689,0.003397325
Gm11821,0.000755197,0.000322887,0,0.000636508,0.000329548,0.000512074,0.000718298
1110037F02Rik,0.285136715,0.328692407,0.368124108,0.315984531,0.226154454,0.306797912,0.321280747
Rad54b,0.070136374,0.102214077,0.072890466,0.081443265,0.057431215,0.053666558,0.052424471
Fsbp,0.004424644,0.008344621,0.004519345,0.010649625,0.005036662,0.006093337,0.009127024
Gm11833,0.000161105,0,0,0,5.43E-05,0.000185648,0.00023827
Gem,0.101640436,0.037947158,0.033390897,0.033535612,0.157655039,0.005663538,0.012892962
Cdh17,0.000743153,0,0.004043084,0,0.000148971,0.000192683,0
Pdp1,0.038712062,0.034017795,0.025154876,0.047915736,0.037888193,0.03578817,0.026519282
1700123M08Rik,0.015245315,0.005322938,0.007351336,0.022735691,0.019135783,0.01557897,0.02684702
AL772167.2,0,0,0,0,0.000222212,0,0
Tmem67,0.043226682,0.053888333,0.037922279,0.049608604,0.030079949,0.041120287,0.059769641
Rbm12b2,0.059652438,0.075516823,0.063546905,0.066889411,0.058165882,0.057640411,0.07996131
Gm11839,0.000402781,0.002165447,0.001429155,0.001613298,0.001184148,0.001619807,0.001967292
Gm11841,0,0,0.00154095,0.000197784,0.000248369,0.000885813,0.001057391
Rbm12b1,0.030147315,0.04650256,0.024108031,0.026022331,0.034134284,0.020675969,0.020786175
Fam92a,1.047905233,1.215251009,1.355836607,1.162705562,1.083096147,0.799161301,0.782125747
Gm11847,0.011125899,0.010519602,0.006404083,0.013844128,0.010278849,0.016327714,0.010937715
Gm11818,0.057054598,0.10724795,0.123506674,0.08740404,0.103953961,0.051211894,0.063976112
Gm11826,0.118762351,0.107495916,0.081303753,0.118901739,0.083298306,0.146156459,0.090062013
Runx1t1,0.116307365,1.393769223,0.601771773,0.699354047,0.851702204,0.147394068,0.078463737
Gm11824,0.07029227,0.061555175,0.024254858,0.082548583,0.048261738,0.121038067,0.052344684
1700120G11Rik,0,0.00035571,0,0,0.000287755,0.00024125,0
Gm11836,0.014582471,0.014101716,0.012444415,0.006590873,0.027329926,0.008547764,0.004710406
Slc26a7,0,0,0.000540545,0.000172049,0.000865661,0.001129798,0.000330968
Lrrc69,0,0,0.000805618,5.20E-05,0.000231523,0.000159378,0
Gm11838,0.00031386,0,0,0.000214716,0.000435252,0.000143674,0
Otud6b,0.482410925,0.460607365,0.535037098,0.508083902,0.412728533,0.630401271,0.599234415
Tmem55a,0.702374464,1.024460228,1.008014434,1.032944884,0.86539938,1.106133684,0.800672441
Gm11837,0.011460115,0.052690239,0.011633242,0.023030278,0.036164998,0.007337164,0.010441314
Necab1,0.000603195,0.004201376,0.002923866,0.004382342,0.000370824,0.00107222,0.007849596
Tmem64,0.247676343,0.231317087,0.214352342,0.126148662,0.159348417,0.092387574,0.108285277
Gm11857,0,0,0,4.88E-05,5.01E-05,0.000272841,0
Gm11855,0,0,0,6.14E-05,0,0.000654146,0.000646354
Calb1,0.000155036,0.000463956,0,0.001226437,0.00040734,0.001603602,0.002693725
Decr1,0.393306188,0.524226414,0.614200655,0.438621625,0.456193553,0.300830405,0.424642585
Nbn,0.166889895,0.194679146,0.159940226,0.163135079,0.163744536,0.196052422,0.164449032
Gm11869,0,0,0,6.83E-05,0.000139811,0.000174817,0.000383644
Osgin2,0.189626293,0.169726713,0.195825184,0.195025006,0.132733058,0.271059959,0.209351871
Gm11870,0.000487827,0.000515172,0.000809231,0.000417635,0.000269508,0.000179998,0.001444679
Ripk2,0.13103899,0.197683807,0.374167181,0.13713518,0.099892225,0.075472739,0.086586905
A530072M11Rik,0.000910155,0.00046483,0.000549969,0.00133837,0.001359119,0.000746383,0.001132693
Gm11864,0.000328602,0,0,0.000267815,7.40E-05,0.000191266,0
Gm11849,0.000845684,0.0008754,0.001196024,0.001876777,0.001321612,0.001370286,0.001169851
Gm11851,0,0.000672635,0,7.11E-05,0,0,0
Mmp16,0.031174787,0.112168859,0.042548342,0.075463632,0.022250595,0.066227053,0.113020346
Gm11852,0.000594038,0,0,0.000387821,9.72E-05,0.000446961,0
Gm11868,0.004395641,0.003442236,0.001273838,0.00407996,0.003501627,0.004575329,0.002882066
Cngb3,0,0,0,0,0.000310168,0,0
Gm11877,0.001367181,0.00037958,0.000558304,0.001179101,0.000408369,0.004121051,0.000851236
Cpne3,0.291641192,0.335384527,0.2564839,0.266240901,0.304108011,0.215259802,0.191910992
Fam82b,0.103867561,0.089023783,0.061166403,0.076094527,0.20785254,0.048041421,0.055508922
Wwp1,0.271240137,0.289552175,0.347974757,0.24677654,0.300998368,0.223027134,0.27307812
Atp6v0d2,0,0,0,0.000279285,0.000169293,0,0
4930480G23Rik,0,0,0,0,0,0,0
Ttpa,0.028284251,0.020721423,0.027592476,0.03225873,0.00925326,0.121115484,0.050318725
AL732527.1,0,0,0,0.000196157,0,0,0
Ggh,0.20373858,0.227655922,0.110760567,0.137059058,0.204139496,0.079949345,0.100494885
Nkain3,0.005326205,0.042257231,0.01221199,0.026545771,0.008457615,0.013180859,0.011388646
Gm11873,0,0,0,0.000174063,0.000193217,0,0
Gm11875,0.001502803,0,0,0.000126806,0.000497037,0.001470754,0.000471261
Prdm13,0.000589921,0,0,0.00044984,0.003372732,0.000215332,0.000196667
Ccnc,0.309013401,0.336216089,0.374983566,0.313241659,0.336265099,0.403108578,0.288733086
2610029I01Rik,0.265458501,0.163429724,0.186190623,0.197036189,0.220275662,0.238655494,0.191822408
Usp45,0.092034046,0.056814109,0.065477961,0.076483589,0.081863393,0.091520149,0.077773788
Sfrs18,1.218788088,1.474994783,1.200372579,1.637364431,1.396201887,1.443554049,1.576883784
Coq3,0.170213064,0.180086957,0.18214044,0.158732136,0.19151112,0.257332141,0.143632418
6230409E13Rik,0.014065717,0.026137968,0.026592366,0.037258762,0.02609955,0.03613651,0.029360837
Fbxl4,0.042736492,0.045626696,0.036473666,0.024815201,0.041273346,0.023169871,0.023664321
Pou3f2,0.000313471,0.000702865,0,0.003130272,0.002619425,0.002444817,0.006409545
Gm11878,0.113323953,0.101996128,0.059055565,0.121548109,0.072264175,0.150421643,0.123078969
Gm11884,0,0.000442394,0,0,0.000103943,0,0
Gm11888,0.000800799,0.000434346,0.002550368,0.000506155,0.000687128,0.001507111,0.000220675
Gm11889,0.022349469,0.021215628,0.014014609,0.024428758,0.021006174,0.030828642,0.013355884
Gm11892,0.001109288,0,0,0.001037563,0.000420703,0.00050505,0.000557611
Mms22l,0.328061,0.337948998,0.34925114,0.374185578,0.323801167,0.340090987,0.353965677
Klhl32,0.037256376,0.031417809,0.034073613,0.06037513,0.024443944,0.049514395,0.06963787
Gm11899,0.001715056,0.000992699,0.002135039,0.000789454,0.001986892,0.001249813,0.001792136
Ndufaf4,1.121366307,1.126156663,1.119336266,1.177398993,1.582384649,1.706202426,1.493541943
C230012O17Rik,0.000268238,0,0,0.000957992,0.000290266,0.001523503,0.00085465
Gpr63,0.001448472,0.000443506,0.002341013,0.001539644,0.000701389,0.001929911,0.002355715
Ufl1,0.438263031,0.345775185,0.375467436,0.318763667,0.36401861,0.326853425,0.336241442
Gm11896,0.00014819,0.000501744,0,4.89E-05,9.25E-05,0,0
Gm11893,0.000647193,0.00050224,0,0.001481332,0.000501633,0.000978521,0
Fut9,0.002683291,0.002509863,0.000615045,0.005356981,0.001670897,0.003568025,0.007691577
Gm11895,0.007708967,0.003765628,0.004214068,0.006822415,0.013676196,0.008510294,0.005423671
Manea,0.162255968,0.167246923,0.190199401,0.185125136,0.152174924,0.174491973,0.172136812
Gm11903,0.000159635,0,0,0.000512017,8.64E-05,0.000133575,0
Gng2-ps1,0,0.000475755,0,0,0.000118151,0.000192961,0
Gm11914,0.024369159,0.019399082,0.017957626,0.02790356,0.027716329,0.0403013,0.025068351
Gm11910,0,0,0,0,0.000141908,0.000198142,0
Gm11913,0.003260318,0.002801132,0.002839716,0.000922995,0.000874401,0.001985284,0.001594915
Epha7,0.101808347,0.150274989,0.022641929,0.214295862,0.453203422,0.139693996,0.146704499
Gm11915,0,0,0,0.000203565,0.000353043,0.000165816,0.000239429
Gm11918,0.002110453,0.004432778,0.002293876,0.00161764,0.00243143,0.003038056,0.00188083
Gm11919,9.65E-05,0,0,4.53E-05,2.91E-05,0.000116824,0.000667647
Gm11922,0,0,0,9.88E-05,0,0.000296123,0
Map3k7,0.216061793,0.17506675,0.231820133,0.198670424,0.197732614,0.212126494,0.182775028
Gm11927,0.003360458,0.002182085,0.001564342,0.003171567,0.003782867,0.004418583,0.000842761
Gm11929,0,0,0.001347395,0.000335174,0.000285774,0.000746312,0
Bach2,0.07625758,0.084680738,0.064782362,0.11998857,0.086860954,0.100874983,0.1032055
D130062J21Rik,0.025441748,0.026324913,0.017168499,0.023262243,0.015136282,0.018665579,0.020446462
Gm11932,0.000770246,0.001044854,0,0.000463017,0.001608786,0.000323537,0.001172718
7SK.204,8.29E-05,0,0,8.19E-05,0.000317634,0.00028792,0
Gja10,0,0.00045449,0,0.000272405,9.02E-05,0.000555638,0
Casp8ap2,0.878889271,1.038508565,0.956181007,0.985952711,0.623968257,0.917392363,0.977369034
